questions,classes
"What President was meant for , but never placed in , the empty crypt beneath the capital 's rotunda ? ~ You",HUM
What is the biggest `` thing '' humans have made ? ~ What is # made the biggest thing humans,ENTY
What are all the rivers in Europe ? ~ What are # are all the rivers in,LOC
Who won the Superbowl in ? ~ Who won # won the Superbowl,HUM
What five cards make up a perfect Cribbage hand ? ~ You # make What five cards # make a perfect Cribbage hand,ENTY
In what year was Gandhi assassinated ? ~ You,NUM
What is the time it takes a typist to type a screenplay that is 100 pages long ? ~ What is # is the time takes # takes it # takes a typist # type a screenplay is # is that,NUM
What is the full classification of a lady bug ? ~ What is # is the full classification of,ENTY
What Hungarian cardinal was first a state prisoner and then a refugee in the U.S. embassy 1956-1971 ? ~ You # was What Hungarian cardinal,HUM
How many pairs of wings does a tsetse fly have ? ~ How many # have many pairs of # have tsetse fly,NUM
What was the name of the peace agreement imposed on Germany after World War I ? ~ What was # was the name of # was I,ENTY
What 's the fifth-largest country in the world ? ~ What 's # 's the largest country in,LOC
How do you box train a cat ? ~ How box # box you # train a cat,DESC
How was Teddy Roosevelt related to FDR ? ~ How related # related Teddy Roosevelt,DESC
What newspaper serves Salt Lake City ? ~ You # serves What newspaper # serves Lake City,ENTY
The film `` Jaws '' was made in what year ? ~ You,NUM
How does lightning travel ? ~ How travel # travel lightning,DESC
What spice do chefs pay the most for ? ~ You # pay What spice # pay chefs # pay the most,ENTY
Who directed Citizen Kane ? ~ Who directed # directed Citizen Kane,HUM
What is troilism ? ~ What is # is troilism,DESC
What was the sister ship of the Olympic ? ~ What was # was the sister ship of,ENTY
What is the nickname of the famous flyer who mistakenly flew to Ireland instead of to Los Angeles ? ~ What is # is the nickname of # flew who,HUM
What is HTML ? ~ What is # is HTML,ABBR
How do you identify prime numbers ? ~ How identify # identify you # identify prime numbers,DESC
"Whose special bear 's creator was born on January 18 , 1779 ? ~ You",HUM
What high school does Archie attend ? ~ You # attend What high school # attend Archie,HUM
What animal migrates the farthest ? ~ You # migrates What animal # migrates the farthest,ENTY
What film was based on the play Everybody Comes to Rick 's ? ~ You # Comes Everybody,ENTY
Why do we call someone `` honey '' ? ~ Why call # call we # call someone ` ` honey,DESC
Madonna hocks which soft drink ? ~ You # drink which,ENTY
What television network flogged its sports programming on Inga Nielsen 's body in 197 ? ~ You # flogged What television network # flogged its sports programming on,HUM
In what country is Lund ? ~ You # is what country,LOC
What 's the sequel to Alice 's Adventures in Wonderland ? ~ What 's # 's the sequel to,ENTY
What is the capital of Seattle ? ~ What is # is the capital of,LOC
What Italian leader had a lifelong fear of the evil eye ? ~ You # had What Italian leader # had a lifelong fear of,HUM
What city in Florida is Sea World in ? ~ You # is What city in,LOC
Who said : `` What contemptible scoundrel stole the cork from my lunch ? '' ~ Who said # stole What contemptible scoundrel # stole the cork,HUM
What 's a water funnel ? ~ What 's # 's a water funnel,DESC
What is a fear of worms ? ~ What is # is a fear of,ENTY
What is a Chinese `` spouting '' bowl ? ~ What is # is a Chinese ` ` spouting '' bowl,DESC
What does an emperor do ? ~ You # do What # do an emperor,DESC
What president kissed the Queen Mother on the lips ? ~ You # kissed What president # kissed the Queen Mother,HUM
Where does the tennis star Stefan Edberg come from ? ~ You # come Stefan Edberg,LOC
What continent pushes up the Executive Committee mountain range ? ~ You # pushes What continent # pushes the Committee mountain range,LOC
How do they raise the cranes when building high-rise buildings ? ~ How raise # raise they # raise the cranes # building rise buildings,DESC
"What was Al Capone finally imprisoned for , in 1931 ? ~ What was # imprisoned Al Capone",DESC
What food can I use to catch a possum ? ~ You # use What food # use I # catch a possum,ENTY
What was Al Capone 's nickname ? ~ What was # was Capone nickname,HUM
Who was the author of the famous fairy tale `` Snow White and Seven Dwarfs '' ? ~ Who was # was the author of # was White Dwarfs '',HUM
What is the largest city in Germany ? ~ What is # is the largest city in,LOC
What is a fear of cholera ? ~ What is # is a fear of,ENTY
What park contains Firehole River and Fairy Falls ? ~ You # contains What park # contains Firehole River and Falls,LOC
What 's the largest island in the West Indies ? ~ What 's # 's the largest island in,LOC
What New England state carries the telephone area code 27 ? ~ You # carries What # carries England state # carries the area code 27,LOC
What is an example of a natural acid-base indicator ? ~ What is # is an example of,ENTY
In what county is Eckley Colorado ? ~ You # is what county # is Eckley Colorado,LOC
How do I find info about rice importers in the world ? ~ How find # find I # find info about,DESC
"How much does it cost to have a tree planted by dialing , 900 , 740-TREE ? ~ How much # cost How much # cost it # have a tree planted , TREE",NUM
What is the song Stairway to Heaven by Led Zeppelin about ? ~ What is # is the song Stairway to by about,DESC
How does hair curl ? ~ How curl # curl hair,DESC
What are pushed and coupled in hump yards ? ~ You,ENTY
How long do hermit crabs live ? ~ How long # live hermit crabs,NUM
What city hosted the first Winter Olympics in Asia ? ~ You # hosted What city # hosted the first Winter Olympics in,LOC
What is the origin of the first name ` Breony ' ? ~ What is # is the origin of,DESC
What month were you born in if your birthstone is sardonyx ? ~ You # is your birthstone,NUM
Who is behind the name of the Harvey Wallbanger drink ? ~ Who is,HUM
What is the origin of `` Beauty is in the eye of the beholder '' ? ~ What is # is the origin of # is Beauty,DESC
"What soft drink not only has its own video game , but was featured in its own Marvel comic book ? ~ You # has its own video game",ENTY
What oldtime kids ' fare did TV Guide writer Jeff Greenfield call `` one of the most...subversive TV shows in American history '' ? ~ You # did What kids fare # did Guide writer Greenfield call one,ENTY
Madonna advertises for what soft drink ? ~ You # advertises Madonna,ENTY
What does A&W of root beer fame stand for ? ~ You # stand A&W of,ABBR
What tennis term is said to come from the French word for egg ? ~ You,ENTY
What does a collier mine ? ~ You # mine What,ENTY
How much money can a person be fined for having a dog on a beach ? ~ How much # having a dog on,NUM
"What desert country borders Saudi Arabia , Iraq and the Persian Gulf ? ~ You # borders What desert country # borders Saudi Arabia , Iraq",LOC
What are the ages in comic book lingo ? ~ What are # are the ages in,ENTY
What kinds of animals are in Cambodia ? ~ You # are What kinds of,ENTY
What South African producer had a 1988 profit of $836 million ? ~ You # had What # had African producer # had a 1988 profit of,HUM
What American actress was the first to be called a `` vamp '' ? ~ What was # was American actress # called a ` ` vamp,HUM
What do the 12 days of Christmas mean ? ~ You # days What,DESC
"What John Steinbeck novel portrays the Joad family , driven from the Oklahoma dustbowl ? ~ You # portrays What # portrays Steinbeck novel # portrays the Joad family",ENTY
What date did man first land on the moon ? ~ You # did What date # did man first land on,NUM
Where are the headquarters of Eli Lilly ? ~ Where are # are the headquarters of,LOC
How many web servers are there ? ~ How many # are many web servers,NUM
What 's the last line of Dickens 's A Christmas Carol ? ~ What 's # 's the last line of,DESC
How many trees go into paper making in a year ? ~ How many # go many trees,NUM
Where can I find info on research being done on oilseeds thru genetics ? ~ Where find # find I # find info on done,LOC
How come light bulbs go out ? ~ How go # go light bulbs,DESC
For what reason did the Shea & Gould law firm close their L.A. office ? ~ You # close the Shea law firm # close their L.A. office,DESC
How far out is the universe ? ~ How far # is the universe,NUM
What is the difference between a bottle and a jar ? ~ What is # is the difference between,DESC
What disease is the second-biggest killer of North Americans ? ~ You # is What disease,ENTY
Where did the Mayan Indians live ? ~ Where live # live the Mayan Indians,LOC
Where was Poe born ? ~ Where born,LOC
What happens to the female body with lack of sleep and food ? ~ You # happens What,DESC
What is a fear of crystals or glass ? ~ What is # is a fear of,ENTY
Name a product that controls the ripening of apples . ~ You # Name a product controls # controls that # controls the ripening of,ENTY
How many warmup pitches does a reliever get coming into a baseball game ? ~ How many # does many warmup pitches # coming a reliever,NUM
Where did Dylan Thomas die ? ~ Where die # die Dylan Thomas,LOC
What common livestock have the greatest variety of breeds ? ~ You # have What common livestock # have the greatest variety of,ENTY
What film had Bette Davis creating a scandal by wearing a daring red gown to a society ball ? ~ You # creating What film # creating Bette Davis # creating a scandal # wearing a daring red gown to,ENTY
What disease did August von Wassermann develop a specific test for in 196 ? ~ You # did What disease # develop von Wassermann # develop a specific test,ENTY
What card company sells Christmas ornaments ? ~ You # sells What card company # sells Christmas ornaments,HUM
How do I find out what cities are in a certain area code ? ~ How find # find I # are cities,DESC
What can communications satellites offer yachts ? ~ You # offer What # offer communications satellites # offer yachts,ENTY
How many Fig Newtons are there to the pound ? ~ How many # are many Fig Newtons,NUM
Who is the premier of China ? ~ Who is # is the premier of,HUM
What cigar-chewing comedian observed : `` You 're only as old as the woman you feel '' ? ~ You # observed What chewing comedian # 're You # feel you,HUM
