questions,classes
What apostle is PERSON Great Lion of God ?,HUM
How many rings are there on a CARDINAL-zone archery target ?,NUM
"What anesthetic did PERSON allow to be used for the birth of her ORDINAL child , in DATE ?",ENTY
"What element , from LOC , is a gas or a solid , but never a liquid ?",ENTY
What is a tonne ?,DESC
Which CARDINAL of LOC is entirely within GPE territory ?,LOC
What is DEET ?,ABBR
What company sells the most greeting cards ?,HUM
What GPE state has sagebrush as its state flower ?,LOC
What is PERSON ?,DESC
What 's comic strip photographer PERSON secret identity ?,HUM
What is difference between a poster and a print ?,DESC
In which sport is there a `` scrum '' ?,ENTY
What are the best ways to improve employee morale at low cost ?,ENTY
What nationality is Pope PERSON ?,LOC
What is false consciousness ?,DESC
How did EVENT affect GPE 's history ?,DESC
Which side should a bowler facing a CARDINAL780CARDINAL split hit the CARDINAL-pin on-the left or the right ?,ENTY
Where are some great educational resources for parents and teachers ?,LOC
How many NORP athletes were killed at FAC ?,NUM
What is the NORP `` for people who know the difference '' ?,ENTY
When was PERSON born ?,NUM
What GPE landmark has CARDINAL steps to its crown ?,LOC
Where is the ORG basketball team based ?,LOC
What is the recomended age to switch a child from a crib to a bed ?,NUM
Which ORG was sometimes called `` JDR3 '' ?,HUM
When is the ORG closest to the LOC ?,NUM
What are some chemical properties of mendelevium ?,DESC
What is TIME per DATE spent online by ORG users ?,NUM
Whom did PERSON add to the ORG cartoon ranks ?,HUM
What is the origin of the word `` sideburns '' ?,DESC
The trials resulting from EVENT are known as what ?,ENTY
What started in DATE when gold was discovered at FAC ?,ENTY
What is a First World country ?,DESC
Who was PERSON 's NORP general ?,HUM
What 's the ORDINAL-highest mountain in the world ?,LOC
What country was PERSON the leader of ?,LOC
How does salt melt ice and snow ?,DESC
"What CARDINAL NORP cities are spelled with the letters K , O , O , T and Y ?",LOC
What does laser stand for ?,DESC
Who taught PERSON to use his extraordinary abilities in GPE comics ?,HUM
Where did PERSON always get his devices ?,LOC
How far away is the moon ?,NUM
What famous film and TV cowboy lent his name to a fast food chain ?,HUM
What is mandibulofacial dysostosis ?,DESC
What was the reason for the partition of the NORP and FAC churches ?,DESC
What is GPE CARDINAL in GPE CARDINAL ?,DESC
Who famously rode to warn the people of GPE that the NORP were coming ?,HUM
What is ORG ?,ABBR
"Name a movie that the actress , PERSON , had a role in .",ENTY
"What blew up at GPE , New Jersey , on DATE ?",ENTY
Who commanded the NORP forces at LOC ?,HUM
Where can an individual get a contact lens tested that burned the entire surface of eye when new ?,LOC
What countries does the Mont Blanc Tunnel join ?,LOC
What ill-fated craft was captained by PERSON ?,ENTY
When did ORG begin operations ?,NUM
How many bones are in the human hand ?,NUM
How many chemical elements are there ?,NUM
What eastern state sprouted the ORDINAL commercial nuclear power plant in the GPE ?,LOC
What are the CARDINAL most populated countries in the world ?,LOC
Who led the opposition when PERSON was Chancellor in GPE ?,HUM
"What is the current population for these countries : GPE , Spain , Italy , Greece , Austria , Germany , Switzerland , the Netherlands ?",NUM
What is the youngest age a boy or girl can have an orgasm ?,NUM
What color is the lipstick on PERSON wax lips at GPE 's ORG ?,ENTY
What is the origin of the candy cane at DATE ?,DESC
What is the brand name of a chemical used to control ripening ?,ENTY
What terror of the sea did PERSON sing about ?,ENTY
What is the largest office block in the world ?,LOC
Who turned all he touched to gold ?,HUM
What is the medical term for cancer of the blood ?,ENTY
Who plays shortstop for PERSON baseball team ?,HUM
What country did the NORP call GPE ?,LOC
Who was the most famous food editor of ORG ?,HUM
How many dogs pull a sled in the GPE ?,NUM
What 's a male witch called ?,ENTY
How long does cocaine stay in your system ?,NUM
What CARDINAL countries fought DATE ?,LOC
Who was the last GPE president to reinstate PERSON Service registration ?,HUM
"On which dates does the running of the bulls occur in GPE , Spain ?",NUM
What was the name of the lawyer who represented PERSON ?,HUM
What happens to used motor oil ?,DESC
What is the most commonly used CARDINAL letter word in the LANGUAGE language ?,ENTY
What actress 's autobiography is titled PERSON : Also Known as Shirley ?,HUM
How many colors was DATE collectible called a Donald Duck Rubber Boat ?,NUM
How did the ORDINAL inning stretch get started ?,DESC
Who lived on the shores of LOC ?,HUM
What did PERSON come back as ?,ENTY
What country will hit DATE ?,LOC
What colors make up a rainbow ?,ENTY
What war did PERSON and Billy Yank fight ?,ENTY
Who is section manager for guidance and control systems at ORG ?,HUM
What is PERSON 's ORDINAL name ?,HUM
What square is the geographical center of GPE ?,LOC
Which of the following famous people does not paint as a hobby ?,HUM
What is the most populated city in the world ?,LOC
How many pitchers occupy the shelf beside the crouching woman in PERSON DATE painting WORK_OF_ART ?,NUM
What is the cost of the drugs used in tuberculosis treatments ?,NUM
What does ORG mean ?,ABBR
What famed gangland slaughter cut into the membership of PERSON outfit ?,ENTY
PERSON is best known for playing what instrument ?,ENTY
Where did PERSON spend his exile ?,LOC
"What was PERSON , the television show from DATE , about ?",DESC
How does the Elongated Man know a mystery is afoot ?,DESC
What food of the CARDINAL bears did ORG eat ?,ENTY
What is PERSON ?,DESC
Who should I call to get a tour of ORG ?,HUM
How many airline schools are there in the GPE ?,NUM
"What GPE general died DATE , when his jeep collided with a truck ?",HUM
What is a swatch ?,DESC
What does PERSON mean ?,DESC
How many major NORP leaders went on trial after the war at GPE ?,NUM
What kind of fish is a coney ?,ENTY
What state did PERSON call home ?,LOC
What was the name of the director of the movie `` Jaws '' ?,HUM
What steps can be taken to prevent diabetes ?,DESC
What were the ORDINAL words spoken on a film sound track ?,DESC
What year is etched on EVENT from ORG depicted on a can of Campbell 's tomato soup ?,NUM
What country 's royal house is PERSON ?,LOC
What film was PERSON in ?,ENTY
Who portrayed PERSON in the film PERSON and Me ?,HUM
What were the ceremony traditions like during the NORP times ?,ENTY
Which college did PERSON play basketball at ?,HUM
What is a fear of going to bed ?,ENTY
Where did the saying `` rule of thumb '' come from ?,DESC
Why does sound travel quicker through water than air ?,DESC
How much money does the Sultan of GPE have ?,NUM
What country would you visit to ski in the Dolomites ?,LOC
What DATE is ORG held on ?,NUM
What is PRODUCT ?,DESC
Who built the ORDINAL successful stern wheel steamboat ?,HUM
What is a caul ?,DESC
Who was PERSON 's minister of propaganda ?,HUM
Who was the ORDINAL doctor to successfully transplant a liver ?,HUM
What does the theory of quantum leaps mean in simpler terms ?,DESC
What is a bone marrow transplant ?,DESC
What is the difference between a classical and an NORP guitar ?,DESC
What NORP capital is named for a GPE president ?,LOC
What is the name of a language spoken by the ORG ?,ENTY
What LOC island is home to the ORDINAL Club Med ?,LOC
What does an edentulous smile lack ?,ENTY
What is a fear of jealousy ?,ENTY
Where can you find the LOC flytrap ?,LOC
What is the largest sculpture in the world ?,ENTY
When was PERSON born ?,NUM
What building built in CARDINAL contains QUANTITY of book shelves ?,LOC
What is home banking ?,DESC
What PERSON novel was made into a film by Stanley Kubrick ?,ENTY
Who was the lawyer for PERSON ?,HUM
How do hermit crabs reproduce ?,DESC
Who is reputed to be the greatest maker of violins ?,HUM
How do you stop junk snail mail ?,DESC
What future NORP dictator was training to be a priest when he got turned on to Marxism ?,HUM
How long does PERSON like his eggs boiled ?,NUM
What GPE city 's skyline boasts WORK_OF_ART ?,LOC
Where is GPE located ?,LOC
What 's the common name for a NORP dwarf tree ?,ENTY
What did PERSON write ?,ENTY
Who sued the ORG yougurt company for using a character named PERSON for promotion ?,HUM
Who was the ORDINAL jockey to ride CARDINAL Triple Crown winners ?,HUM
What PERSON book introduced Humpty Dumpty to the world ?,ENTY
Who wrote ORG ?,HUM
What state does PERSON represent ?,LOC
What is hydroelectricity ?,DESC
How many people are taller than QUANTITY ?,NUM
Who wrote WORK_OF_ART ?,HUM
How many islands make up GPE ?,NUM
How does an abacus work ?,DESC
What causes rust ?,DESC
What is the fear of the computer called ?,ENTY
What is a technique popularly used to detect birth defects ?,ENTY
"What GPE state boasts LOC , the world 's largest mass of exposed granite ?",LOC
What NORP commander surrendered to PERSON at GPE in DATE ?,HUM
"What according to ORG , is the sexual preference of PERCENT of NORP males ?",DESC
"Who created WORK_OF_ART , ORG ?",HUM
What is the procedure called for drilling a hole in your skull to acheive a higher consciousness ?,ENTY
What is the name of the president of ORG ?,HUM
"What was the name of the television show , starring PERSON , that had GPE in the title ?",ENTY
Who were leaders of the NORP empire ?,HUM
Who was the ORDINAL President to appoint a woman to head a cabinet ?,HUM
What is splatterpunk ?,DESC
What is the orgin of xoxoxox ?,DESC
Who built the ORDINAL pyramid ?,HUM
What southeast NORP country has LOC joining the Ping River at Tak ?,LOC
"What NORP city of CARDINAL were PERSON , Michaelangelo , and GPE all working in ?",LOC
What color tennis balls are used at EVENT ?,ENTY
What is a CARDINAL-sided object called ?,ENTY
Name a NORP fascist party .,HUM
Name the NORP historical period during the reign of LOC .,ENTY
What movie has made the most money ?,ENTY
What is time ?,DESC
How many states have a lottery ?,NUM
"What is the name of the largest city in GPE , LOC ?",LOC
What are you caught in if a haboob blows up ?,ENTY
What ratio of children of ages between two and eleven watch WORK_OF_ART ' ?,NUM
How many cities are there in GPE ?,NUM
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,HUM
How many visitors go to the GPE DATE ?,NUM
What is the population of GPE ?,NUM
How do you get silly putty out of fabric ?,DESC
What is the best online games site ?,LOC
Why is the word `` abbreviation '' so long ?,DESC
What century did art 's Romantic Period begin in ?,NUM
How many spaces follow a period at the end of a sentence ?,NUM
What is a cake of soap ?,DESC
In DATE was FAC erected ?,NUM
What is the weight of a teaspoon of matter in a black hole ?,NUM
What is the approximate weight of a teaspoon of matter in a black hole ?,NUM
What does MSG stand for ?,ABBR
On what avenue is the original ORG store located ?,LOC
Where does the song WORK_OF_ART ?,LOC
Where was the ORDINAL zoo in the GPE ?,LOC
How far is GPE from Moscow ?,NUM
What is DATE 's gemstone ?,ENTY
What is the present PERSON named ?,HUM
Who is the nebbish that is ORG 's official mascot ?,HUM
What powdered soft drink mix went into space ?,ENTY
What did the NORP emperor present to the English soldier ORG in recognition of his services in quelling rebellions ?,ENTY
What is one of the languages spoken by the ORG called ?,ENTY
How many bytes are in a terabyte ?,NUM
Who sang the song `` WORK_OF_ART in the dancing baby episode of `` Ally Mcbeal '' ?,HUM
In what ways did PERSON support NORP expansion ?,ENTY
Approximately how much does a teaspoon of matter weigh in a black hole ?,NUM
What country 's flag is field green ?,LOC
What sport is known for hooligans ?,ENTY
"Who was ORG head who forged actor Cliff Robertson 's name on a $MONEY , 000 check ?",HUM
Who was Damocles ?,HUM
What sport was the first televised in the GPE ?,ENTY
Name PERSON 's adoptive grandfather .,HUM
When was ORG ?,NUM
What are the lyrics to ORG ?,DESC
How much folic acid should a pregnant woman get DATE ?,NUM
What year was the ORDINAL automobile manufactured ?,NUM
How many GPE did Germany get to keep after EVENT ?,NUM
How many states have a `` lemon law '' for new automobiles ?,NUM
Whose biography by PERSON is titled ORG ?,HUM
What concerts are held in GPE DATE ?,ENTY
In the movie PERSON what is the name of the character played by Andie MacDowell ?,HUM
What are the requirements for becoming a citizen of GPE ?,DESC
How old is PERSON ?,NUM
What are the top CARDINAL all-time money making ORG teams ?,HUM
What were hairy bank notes in the fur trade ?,ENTY
Where can I read about PERSON ?,LOC
What is idealab ! ?,DESC
What country borders the most others ?,LOC
